id,laptop_ID,Company,Product,TypeName,Inches,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price_euros,Total Resolution
827,813,949.0,Latitude 3180,Netbook,11.6,Intel Pentium Quad Core N4200 1.1GHz,4.0,128GB SSD,Intel HD Graphics 505,Windows 10,1.63,744.0,1049088.0
828,231,949.0,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16.0,1TB HDD,AMD Radeon R7 M445,Windows 10,2.3,859.01,2073600.0
829,41,963.0,X540UA-DM186 (i3-6006U/4GB/1TB/FHD/Linux),Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,1TB HDD,Intel HD Graphics 620,Linux,2.0,389.0,2073600.0
830,175,914.0,17-bs001nv (i5-7200U/6GB/2TB/Radeon,Notebook,17.3,Intel Core i5 7200U 2.5GHz,6.0,2TB HDD,AMD Radeon 520,Windows 10,2.71,699.0,2073600.0
832,702,1195.0,Satellite Pro,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.5,973.0,2073600.0
836,937,1195.0,Tecra Z50-C-140,Notebook,15.6,Intel Core i7 6600U 2.6GHz,16.0,256GB SSD,Nvidia GeForce 930M,Windows 10,2.4,1975.0,2073600.0
838,1263,963.0,Rog GL553VE-FY052T,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1600.0,2073600.0
839,1012,963.0,Rog GL553VE-DS74,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.5,1799.0,2073600.0
840,427,899.0,Yoga 720-15IKB,2 in 1 Convertible,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,512GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.0,1899.0,8294400.0
841,1049,914.0,EliteBook 820,Ultrabook,12.5,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.26,1349.0,2073600.0
842,812,949.0,XPS 15,Notebook,15.6,Intel Core i5 7300HQ 2.5GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.06,1749.0,8294400.0
843,887,963.0,X541NA-GO121 (N4200/4GB/1TB/Linux),Notebook,15.6,Intel Pentium Quad Core N4200 1.1GHz,4.0,1TB HDD,Intel HD Graphics 505,Linux,2.0,398.99,1049088.0
844,821,1624.0,Notebook 9,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,0.81,1499.0,2073600.0
847,326,899.0,IdeaPad 320-17IKB,Notebook,17.3,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.79,589.0,1440000.0
848,268,949.0,Vostro 3568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,657.0,2073600.0
849,1211,1339.69,"MacBook 12""",Ultrabook,12.0,Intel Core M 1.1GHz,8.0,256GB Flash Storage,Intel HD Graphics 5300,Mac OS X,0.92,1163.0,3317760.0
850,530,914.0,ProBook 440,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,1.63,689.0,1049088.0
851,1243,963.0,X540SA-RBPDN09 (N3710/4GB/1TB/W10),Notebook,15.6,Intel Pentium Quad Core N3710 1.6GHz,4.0,1TB HDD,Intel HD Graphics 405,Windows 10,2.65,309.0,1049088.0
852,634,899.0,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,128GB SSD,Intel HD Graphics 620,No OS,2.2,468.0,2073600.0
853,871,899.0,ThinkPad E570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,850.66,2073600.0
855,512,899.0,ThinkPad 13,Notebook,13.3,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.44,949.0,2073600.0
856,208,949.0,Precision 7520,Workstation,15.6,Intel Xeon E3-1505M V6 3GHz,16.0,256GB SSD +  1TB HDD,Nvidia Quadro M1200,Windows 10,2.8,3055.0,8294400.0
859,31,246.945,"LapBook 15.6""",Notebook,15.6,Intel Atom x5-Z8300 1.44GHz,4.0,64GB Flash Storage,Intel HD Graphics,Windows 10,1.89,244.99,2073600.0
860,399,559.0,Aspire 5,Notebook,15.6,Intel Core i5 8250U 1.6GHz,12.0,1TB HDD,Nvidia GeForce MX130,Windows 10,2.2,693.99,1049088.0
864,519,949.0,Vostro 5568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.18,836.0,2073600.0
866,224,949.0,Inspiron 5379,2 in 1 Convertible,13.3,Intel Core i7 8550U 1.8GHz,16.0,512GB SSD,Intel UHD Graphics 620,Windows 10,1.62,1279.0,2073600.0
867,376,963.0,ZenBook Flip,2 in 1 Convertible,15.6,Intel Core i7 7500U 2.7GHz,12.0,512GB SSD +  2TB HDD,Nvidia GeForce GT 940MX,Windows 10,2.26,1099.0,2073600.0
868,693,949.0,Alienware 15,Gaming,15.6,Intel Core i7 7820HK 2.9GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.49,2813.75,2073600.0
869,686,2299.0,Gram 15Z975,Ultrabook,15.6,Intel Core i7 8550U 1.8GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.09,2299.0,2073600.0
871,357,914.0,Elitebook 850,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.84,1304.0,2073600.0
872,555,914.0,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.86,397.0,2073600.0
873,340,963.0,FX553VD-FY647T (i7-7700HQ/8GB/256GB/GeForce,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.5,999.0,2073600.0
874,394,949.0,Precision 5520,Workstation,15.6,Intel Core i7 6820HQ 2.7GHz,8.0,256GB SSD,Nvidia Quadro M1200,Windows 10,2.0,2135.0,2073600.0
876,772,963.0,Zenbook UX330UA-AH5Q,Ultrabook,13.3,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.2,1129.0,5760000.0
877,1307,963.0,ZenBook UX305CA-UBM1,Ultrabook,13.3,Intel Core M 6Y30 0.9GHz,8.0,512GB SSD,Intel HD Graphics 515,Windows 10,1.2,729.0,2073600.0
878,502,899.0,Thinkpad X260,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,8.0,180GB SSD,Intel HD Graphics 520,Windows 10,1.3,1099.0,1049088.0
879,1226,559.0,Aspire E5-774G,Notebook,17.3,Intel Core i3 6006U 2.0GHz,8.0,1TB HDD,Nvidia GeForce 940MX,Windows 10,3.3,629.0,1440000.0
881,939,949.0,Latitude 3580,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.95,729.9,1049088.0
882,126,914.0,Probook 470,Notebook,17.3,Intel Core i7 8550U 1.8GHz,16.0,512GB SSD,Nvidia GeForce 930MX,Windows 10,2.5,1271.0,2073600.0
883,986,949.0,Alienware 17,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,32.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,4.42,2800.0,2073600.0
884,919,559.0,Chromebook CB5-571-C1DZ,Notebook,15.6,Intel Celeron Dual Core 3205U 1.5GHz,4.0,16GB Flash Storage,Intel HD Graphics,Chrome OS,2.2,359.0,2073600.0
888,118,914.0,Spectre x360,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.26,1398.99,2073600.0
890,425,949.0,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.14,539.95,1049088.0
891,965,949.0,Latitude 7480,Ultrabook,14.0,Intel Core i7 7600U 2.8GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1775.0,2073600.0
893,707,914.0,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,Intel Core i7 7500U 2.7GHz,4.0,500GB HDD,AMD Radeon 530,Windows 10,2.1,689.0,2073600.0
894,997,739.0,LifeBook A556,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4.0,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,649.0,1049088.0
895,1149,559.0,Aspire E5-576G,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,1TB HDD,Nvidia GeForce 940MX,Windows 10,2.23,616.0,2073600.0
897,492,899.0,ThinkPad E480,Notebook,14.0,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.75,1049.0,2073600.0
899,37,559.0,Aspire 3,Notebook,15.6,Intel Core i3 7130U 2.7GHz,4.0,1TB HDD,Intel HD Graphics 620,Linux,2.1,367.0,1049088.0
902,1155,914.0,EliteBook 850,Ultrabook,15.6,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.88,2171.72,2073600.0
904,79,949.0,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8.0,128GB SSD +  1TB HDD,Intel UHD Graphics 620,Windows 10,2.02,855.0,2073600.0
907,1038,949.0,Latitude E5570,Notebook,15.6,Intel Core i5 6300U 2.4GHz,8.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.09,1046.44,2073600.0
909,200,3049.0,Blade Pro,Gaming,17.3,Intel Core i7 7820HK 2.9GHz,32.0,1TB SSD,Nvidia GeForce GTX 1080,Windows 10,3.49,6099.0,8294400.0
911,236,914.0,15-rb013nv (E2-9000e/4GB/500GB/W10),Notebook,15.6,AMD E-Series 9000e 1.5GHz,4.0,500GB HDD,AMD Radeon R2,Windows 10,2.1,330.0,1049088.0
913,1299,949.0,Inspiron 3567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,AMD Radeon R5 M430,Linux,2.3,805.99,1049088.0
914,984,949.0,XPS 13,2 in 1 Convertible,13.3,Intel Core i7 7Y75 1.3GHz,16.0,512GB SSD,Intel HD Graphics 615,Windows 10,1.22,1899.0,5760000.0
915,655,3049.0,Blade Pro,Gaming,14.0,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD,Nvidia GeForce GTX 1060,Windows 10,1.95,2599.0,2073600.0
916,791,1195.0,Tecra Z40-C-161,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,16.0,512GB SSD,Nvidia GeForce 930M,Windows 10,1.47,1764.0,2073600.0
919,111,1684.0,GP62M 7REX,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1050 Ti,Windows 10,2.2,1299.0,2073600.0
921,250,949.0,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8.0,128GB SSD +  2TB HDD,AMD Radeon 530,Windows 10,2.2,985.0,2073600.0
923,239,559.0,Aspire R7,2 in 1 Convertible,13.3,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.6,689.0,2073600.0
924,664,949.0,Inspiron 5570,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,AMD Radeon 530,Windows 10,2.2,919.0,2073600.0
926,1219,899.0,IdeaPad 310-15ISK,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8.0,500GB HDD,Nvidia GeForce 920MX,No OS,2.2,629.0,1049088.0
928,508,914.0,15-BS026nv (i5-7200U/8GB/256GB/Radeon,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,AMD Radeon 520,Windows 10,1.91,618.99,1049088.0
929,1285,949.0,Inspiron 3567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,AMD Radeon R5 M430,Linux,2.3,805.99,1049088.0
931,1035,1195.0,Portégé Z30-C-16K,Ultrabook,13.3,Intel Core i5 6200U 2.3GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.2,1590.0,2073600.0
932,30,914.0,ProBook 470,Notebook,17.3,Intel Core i5 8250U 1.6GHz,8.0,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.5,896.0,2073600.0
933,889,949.0,Vostro 5568,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,128GB SSD +  1TB HDD,Nvidia GeForce 940MX,Windows 10,2.18,912.5,2073600.0
934,875,949.0,XPS 13,Ultrabook,13.3,Intel Core i7 7660U 2.5GHz,16.0,512GB SSD,Intel Iris Plus Graphics 640,Windows 10,1.29,2240.0,5760000.0
938,159,899.0,Yoga 520-14IKB,2 in 1 Convertible,14.0,Intel Core i3 7100U 2.4GHz,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.74,629.0,2073600.0
939,798,949.0,Inspiron 7567,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.62,985.0,2073600.0
941,183,914.0,Spectre x360,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.29,1499.0,8294400.0
942,506,899.0,ThinkPad L570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,2.3,911.0,2073600.0
943,995,1195.0,Portege Z30-C-1CV,Notebook,13.3,Intel Core i5 6200U 2.3GHz,4.0,128GB SSD,Intel HD Graphics 520,Windows 7,1.2,1195.0,2073600.0
945,970,949.0,XPS 13,2 in 1 Convertible,13.3,Intel Core i5 7Y54 1.2GHz,8.0,256GB SSD,Intel HD Graphics 615,Windows 10,1.24,1899.0,2073600.0
946,109,899.0,Ideapad 310-15ISK,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,1TB HDD,Intel HD Graphics 520,Windows 10,1.85,414.9,2073600.0
947,642,963.0,X541NA-GO414T (N3350/8GB/1TB/W10),Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,8.0,1TB HDD,Intel HD Graphics 500,Windows 10,2.0,399.0,1049088.0
950,240,949.0,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,16.0,256GB SSD,AMD Radeon R7 M445,Linux,2.36,899.0,2073600.0
952,355,949.0,Inspiron 5570,Ultrabook,15.6,Intel Core i5 8250U 1.6GHz,8.0,1TB HDD,AMD Radeon 530,Windows 10,1.9,663.0,2073600.0
953,852,914.0,ProBook 470,Notebook,17.3,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,Nvidia GeForce 930MX,Windows 10,2.63,910.0,1440000.0
955,14,949.0,Inspiron 3567,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,256GB SSD,AMD Radeon R5 M430,Windows 10,2.2,498.9,2073600.0
956,180,559.0,Aspire A315-51,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,128GB SSD,Intel HD Graphics 520,Windows 10,2.1,449.0,1049088.0
959,59,1684.0,GS73VR 7RG,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  2TB HDD,Nvidia GeForce GTX 1070,Windows 10,2.43,2449.0,2073600.0
960,860,914.0,250 G6,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4.0,128GB SSD,Intel HD Graphics 400,No OS,1.86,299.0,1049088.0
961,1051,1195.0,Tecra Z40-C-136,Ultrabook,14.0,Intel Core i7 6600U 2.6GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.47,1725.0,2073600.0
963,773,949.0,Latitude 3380,Notebook,13.3,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,1.65,849.0,1049088.0
964,562,963.0,A541NA-GO342 (N3350/4GB/500GB/Linux),Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4.0,500GB HDD,Intel HD Graphics 500,Linux,2.0,224.0,1049088.0
965,1200,949.0,Vostro 5568,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Nvidia GeForce GT 940MX,Linux,1.98,895.01,2073600.0
966,1238,899.0,Thinkpad T560,Notebook,15.6,Intel Core i7 6600U 2.6GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,2.3,1529.0,2073600.0
967,1312,914.0,Pavilion 15-AW003nv,Notebook,15.6,AMD A9-Series 9410 2.9GHz,6.0,1.0TB Hybrid,AMD Radeon R7 M440,Windows 10,2.04,549.99,2073600.0
968,670,899.0,IdeaPad 320-15ISK,Notebook,15.6,Intel Core i5 6200U 2.3GHz,4.0,500GB HDD,Intel HD Graphics 520,Windows 10,2.2,535.0,2073600.0
969,218,899.0,IdeaPad 320-15IKBN,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 620,No OS,2.2,549.0,2073600.0
970,1073,1684.0,GT62VR 6RD,Gaming,15.6,Intel Core i7 6700HQ 2.6GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.94,1819.0,2073600.0
971,82,949.0,Latitude 5590,Ultrabook,15.6,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.88,1096.16,2073600.0
972,714,559.0,Spin 5,2 in 1 Convertible,13.3,Intel Core i5 8250U 1.6GHz,8.0,256GB SSD,Intel UHD Graphics 620,Windows 10,1.6,999.0,2073600.0
973,301,559.0,Aspire A715-71G,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050 Ti,Linux,2.5,979.0,2073600.0
974,484,899.0,Thinkpad T470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8.0,180GB SSD,Intel HD Graphics 620,Windows 10,1.7,1364.0,2073600.0
976,793,899.0,ThinkPad T470s,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,16.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.7,2299.0,2073600.0
978,905,1684.0,GS73VR Stealth,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16.0,512GB SSD +  2TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.43,2649.0,8294400.0
980,217,914.0,15-bs018nq (i3-6006U/4GB/500GB/FHD/No,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,500GB HDD,Intel HD Graphics 520,No OS,2.1,349.0,2073600.0
981,632,899.0,IdeaPad 320-15IKB,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,Nvidia GeForce 920MX,Windows 10,2.2,899.0,2073600.0
982,251,914.0,15-bs015dx (i5-7200U/8GB/1TB/W10),Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.04,559.0,1049088.0
983,1006,899.0,V110-15IAP (N3350/4GB/128GB/No,Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4.0,128GB SSD,Intel HD Graphics 500,No OS,1.9,270.62,1049088.0
985,100,963.0,X541UV-DM1439T (i3-7100U/6GB/256GB/GeForce,Notebook,15.6,Intel Core i3 7100U 2.4GHz,6.0,256GB SSD,Nvidia GeForce 920M,Windows 10,2.0,577.0,2073600.0
986,280,949.0,Inspiron 5567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,12.0,1TB HDD,Intel HD Graphics 620,Windows 10,2.3,713.07,1049088.0
988,783,914.0,EliteBook 820,Ultrabook,12.5,Intel Core i5 6200U 2.3GHz,4.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.26,1244.0,1049088.0
990,1095,899.0,Yoga 900S-12ISK,Ultrabook,12.5,Intel Core M 6Y75 1.2GHz,8.0,512GB SSD,Intel HD Graphics 515,Windows 10,0.99,1399.0,3686400.0
992,1165,949.0,Vostro 5568,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Nvidia GeForce 940MX,Windows 10,2.18,1009.9,2073600.0
994,1004,914.0,EliteBook Folio,Netbook,12.5,Intel Core M 6Y75 1.2GHz,8.0,512GB SSD,Intel HD Graphics 515,Windows 10,0.97,1908.0,2073600.0
995,364,949.0,Inspiron 3567,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,2TB HDD,Intel HD Graphics 620,Windows 10,2.36,557.37,1049088.0
996,560,914.0,17-X047na (i3-6006U/8GB/1TB/W10),Notebook,17.3,Intel Core i3 6006U 2GHz,8.0,1TB HDD,Intel HD Graphics 520,Windows 10,2.65,544.15,1440000.0
997,1301,963.0,X556UJ-XO044T (i7-6500U/4GB/500GB/GeForce,Notebook,15.6,Intel Core i7 6500U 2.5GHz,4.0,500GB HDD,Nvidia GeForce 920M,Windows 10,2.2,720.32,1049088.0
998,375,914.0,Elitebook 1040,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.36,1750.0,2073600.0
999,391,899.0,Thinkpad X1,Ultrabook,14.0,Intel Core i7 7500U 2.7GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.13,2282.0,3686400.0
1000,420,559.0,Aspire R7,2 in 1 Convertible,13.3,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.6,789.01,2073600.0
1001,814,914.0,EliteBook 820,Netbook,12.5,Intel Core i5 7300U 2.6GHz,8.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.26,1389.0,1049088.0
1002,32,963.0,E402WA-GA010T (E2-6110/2GB/32GB/W10),Notebook,14.0,AMD E-Series E2-6110 1.5GHz,2.0,32GB Flash Storage,AMD Radeon R2,Windows 10,1.65,199.0,1049088.0
1005,1048,914.0,EliteBook 850,Notebook,15.6,Intel Core i7 6500U 2.5GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 10,1.84,1228.99,2073600.0
1006,1309,559.0,Aspire ES1-531,Notebook,15.6,Intel Celeron Dual Core N3060 1.6GHz,4.0,500GB HDD,Intel HD Graphics 400,Linux,2.4,289.0,1049088.0
1007,142,914.0,Envy 13-AD007nv,Notebook,13.3,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.32,699.0,2073600.0
1008,85,899.0,IdeaPad 320-15AST,Notebook,15.6,AMD A6-Series 9220 2.5GHz,4.0,128GB SSD,AMD R4 Graphics,Windows 10,2.2,399.0,2073600.0
1009,869,949.0,Inspiron 5368,Notebook,13.3,Intel Core i5 6200U 2.3GHz,8.0,1TB HDD,Intel HD Graphics 520,Windows 10,1.62,649.0,2073600.0
1010,723,899.0,Thinkpad E470,Notebook,14.0,Intel Core i5 7200U 2.5GHz,8.0,256GB SSD,Nvidia GeForce 920MX,Windows 10,1.87,857.07,2073600.0
1011,1233,559.0,C740-C9QX (3205U/2GB/32GB/Chrome,Netbook,11.6,Intel Celeron Dual Core 3205U 1.5GHz,2.0,32GB SSD,Intel HD Graphics,Chrome OS,1.3,174.0,1049088.0
1012,916,899.0,ThinkPad T570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,8.0,512GB SSD,Intel HD Graphics 620,Windows 10,1.95,1962.99,2073600.0
1013,52,559.0,Aspire A515-51G,Notebook,15.6,Intel Core i7 8550U 1.8GHz,8.0,256GB SSD,Nvidia GeForce MX150,Windows 10,2.2,841.0,2073600.0
1016,832,1684.0,GL62M 7RD,Gaming,15.6,Intel Core i5 7300HQ 2.5GHz,8.0,256GB SSD,Nvidia GeForce GTX 1050,Windows 10,2.4,1199.0,2073600.0
1017,988,963.0,Rog Strix,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,16.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.73,2049.9,2073600.0
1018,1122,899.0,Yoga 500-15ISK,2 in 1 Convertible,15.6,Intel Core i5 6200U 2.3GHz,4.0,256GB SSD,Intel HD Graphics 520,Windows 10,2.1,867.0,2073600.0
1019,1014,559.0,Nitro 5,Gaming,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1050,Windows 10,2.7,1260.0,2073600.0
1022,316,949.0,XPS 13,Ultrabook,13.3,Intel Core i7 8550U 1.8GHz,16.0,1TB SSD,Intel UHD Graphics 620,Windows 10,1.21,2499.0,8294400.0
1023,98,949.0,Inspiron 3567,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,AMD Radeon R5 M430,Linux,2.2,599.9,2073600.0
1024,68,914.0,250 G6,Notebook,15.6,Intel Core i3 6006U 2GHz,4.0,500GB HDD,AMD Radeon 520,Windows 10,1.86,438.69,1049088.0
1025,545,914.0,Omen 15-ce006nv,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12.0,1TB HDD,Nvidia GeForce GTX 1060,Windows 10,2.62,1799.0,2073600.0
1026,215,559.0,Aspire 7,Notebook,15.6,Intel Core i7 7700HQ 2.8GHz,8.0,1TB HDD,Nvidia GeForce GTX 1050,Linux,2.4,779.0,2073600.0
1027,1164,914.0,EliteBook 820,Ultrabook,12.5,Intel Core i7 6500U 2.50GHz,8.0,256GB SSD,Intel HD Graphics 520,Windows 7,1.26,2296.95,2073600.0
1028,63,899.0,IdeaPad 520S-14IKB,Notebook,14.0,Intel Core i3 7130U 2.7GHz,8.0,256GB SSD,Intel HD Graphics 620,No OS,1.7,599.0,2073600.0
1030,971,914.0,ProBook x360,2 in 1 Convertible,11.6,Intel Pentium Quad Core N4200 1.1GHz,4.0,256GB SSD,Intel HD Graphics 505,Windows 10,1.45,775.0,1049088.0
1031,981,914.0,ProBook 450,Notebook,15.6,Intel Core i3 7100U 2.4GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.04,685.0,2073600.0
1034,699,899.0,IdeaPad 520s-14IKB,Notebook,14.0,Intel Core i5 7200U 2.5GHz,4.0,256GB SSD,Intel HD Graphics 620,Windows 10,1.7,699.0,2073600.0
1035,150,963.0,X541NA (N3350/4GB/1TB/FHD/W10),Notebook,15.6,Intel Celeron Dual Core N3350 1.1GHz,4.0,1TB HDD,Intel HD Graphics 500,Windows 10,2.0,344.0,2073600.0
1038,281,949.0,Inspiron 5770,Notebook,17.3,Intel Core i7 8550U 1.8GHz,8.0,128GB SSD +  1TB HDD,AMD Radeon 530,Linux,2.8,1099.0,2073600.0
1039,738,559.0,Predator 17,Gaming,17.3,Intel Core i7 6700HQ 2.6GHz,16.0,128GB SSD +  1TB HDD,Nvidia GeForce GTX 1060,Windows 10,4.2,1935.0,2073600.0
1040,881,899.0,ThinkPad L570,Notebook,15.6,Intel Core i5 7200U 2.5GHz,4.0,500GB HDD,Intel HD Graphics 620,Windows 10,2.38,1055.0,1049088.0
1041,1186,914.0,Stream 14-AX000nv,Notebook,14.0,Intel Celeron Dual Core N3060 1.6GHz,2.0,32GB Flash Storage,Intel HD Graphics 400,Windows 10,1.44,249.0,1049088.0
1042,435,914.0,Omen 17-w207nv,Gaming,17.3,Intel Core i7 7700HQ 2.8GHz,12.0,256GB SSD +  1TB HDD,Nvidia GeForce GTX 1070,Windows 10,3.35,1999.0,2073600.0
1043,822,949.0,Vostro 5568,Notebook,15.6,Intel Core i7 7500U 2.7GHz,8.0,1TB HDD,Nvidia GeForce GT 940MX,Windows 10,1.98,961.0,2073600.0
